element,element name,year,country,tons,total_reserve,market_share,HHI_contribution,HHI,Info
Pb,Lead,2022,Russia,6000000,85060000,7.053844345,49.75672005,2323.168349,
Pb,Lead,2022,Sweden,1700000,85060000,1.998589231,3.994358915,2323.168349,
Pb,Lead,2022,Turkey,860000,85060000,1.011051023,1.022224171,2323.168349,
Pb,Lead,2022,Other Countries,5900000,85060000,6.936280273,48.11198402,2323.168349,
Pb,Lead,2023,United States,4600000,93600000,4.914529915,24.15260428,2087.259844,
Pb,Lead,2023,Australia,35000000,93600000,37.39316239,1398.248594,2087.259844,
Pb,Lead,2023,Bolivia,1600000,93600000,1.709401709,2.922054204,2087.259844,
Pb,Lead,2023,China,20000000,93600000,21.36752137,456.5709694,2087.259844,
Pb,Lead,2023,India,1900000,93600000,2.02991453,4.120552999,2087.259844,
Pb,Lead,2023,Iran,2000000,93600000,2.136752137,4.565709694,2087.259844,
Pb,Lead,2023,Mexico,5600000,93600000,5.982905983,35.795164,2087.259844,
Pb,Lead,2023,Peru,5000000,93600000,5.341880342,28.53568559,2087.259844,
Pb,Lead,2023,Russia,8700000,93600000,9.294871795,86.39464168,2087.259844,
Pb,Lead,2023,Sweden,1700000,93600000,1.816239316,3.298725254,2087.259844,
Pb,Lead,2023,Turkey,1600000,93600000,1.709401709,2.922054204,2087.259844,
Pb,Lead,2023,Other Countries,5900000,93600000,6.303418803,39.73308861,2087.259844,
PGM,Platinum-Group Metals,2016,United States,900,66510,1.353179973,1.831096039,8980.409556,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2016,Canada,310,66510,0.466095324,0.217244851,8980.409556,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2016,Russia,1100,66510,1.653886634,2.735340997,8980.409556,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2016,South Africa,63000,66510,94.72259811,8972.370592,8980.409556,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2016,Zimbabwe,1200,66510,1.804239964,3.255281847,8980.409556,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2017,United States,900,69310,1.298513923,1.686138408,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2017,Canada,310,69310,0.447265907,0.200046791,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2017,Russia,3900,69310,5.626893666,31.66193233,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2017,South Africa,63000,69310,90.89597461,8262.0782,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2017,Zimbabwe,1200,69310,1.731351897,2.997579392,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2018,United States,900,69310,1.298513923,1.686138408,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2018,Canada,310,69310,0.447265907,0.200046791,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2018,Russia,3900,69310,5.626893666,31.66193233,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2018,South Africa,63000,69310,90.89597461,8262.0782,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2018,Zimbabwe,1200,69310,1.731351897,2.997579392,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2019,United States,900,69310,1.298513923,1.686138408,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2019,Canada,310,69310,0.447265907,0.200046791,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2019,Russia,3900,69310,5.626893666,31.66193233,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2019,South Africa,63000,69310,90.89597461,8262.0782,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2019,Zimbabwe,1200,69310,1.731351897,2.997579392,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2020,United States,900,69310,1.298513923,1.686138408,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2020,Canada,310,69310,0.447265907,0.200046791,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2020,Russia,3900,69310,5.626893666,31.66193233,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2020,South Africa,63000,69310,90.89597461,8262.0782,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2020,Zimbabwe,1200,69310,1.731351897,2.997579392,8298.623897,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2021,United States,900,69910,1.287369475,1.657320165,8167.102109,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2021,Canada,310,69910,0.443427264,0.196627738,8167.102109,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2021,Russia,4500,69910,6.436847375,41.43300413,8167.102109,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2021,South Africa,63000,69910,90.11586325,8120.86881,8167.102109,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2021,Zimbabwe,1200,69910,1.716492633,2.94634696,8167.102109,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2022,United States,900,70910,1.269214497,1.61090544,7958.262872,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2022,Canada,310,70910,0.437173882,0.191121003,7958.262872,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2022,Russia,5500,70910,7.756310817,60.16035748,7958.262872,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2022,South Africa,63000,70910,88.84501481,7893.436656,7958.262872,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2022,Zimbabwe,1200,70910,1.692285996,2.863831893,7958.262872,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2023,United States,820,70830,1.157701539,1.340272853,7975.975908,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2023,Canada,310,70830,0.437667655,0.191552976,7975.975908,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2023,Russia,5500,70830,7.765071297,60.29633225,7975.975908,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2023,South Africa,63000,70830,88.94536213,7911.277445,7975.975908,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
PGM,Platinum-Group Metals,2023,Zimbabwe,1200,70830,1.694197374,2.870304742,7975.975908,"Platinum-Group Metals includes elements  palladium(Pd), platinum(Pt), osmium(Os), rhodium(Rh) and ruthenium(Ru)"
Rare_Earths,Rare Earths,2016,Australia,3400000,121056000,2.808617499,7.888332258,2246.965442,
Rare_Earths,Rare Earths,2016,Brazil,22000000,121056000,18.17340735,330.2727347,2246.965442,
Rare_Earths,Rare Earths,2016,Canada,830000,121056000,0.685633095,0.470092742,2246.965442,
Rare_Earths,Rare Earths,2016,China,44000000,121056000,36.3468147,1321.090939,2246.965442,
Rare_Earths,Rare Earths,2016,Greenland,1500000,121056000,1.239095956,1.535358787,2246.965442,
Rare_Earths,Rare Earths,2016,India,6900000,121056000,5.699841396,32.48819194,2246.965442,
Rare_Earths,Rare Earths,2016,Malaysia,30000,121056000,0.024781919,0.000614144,2246.965442,
Rare_Earths,Rare Earths,2016,Malawi,136000,121056000,0.1123447,0.012621332,2246.965442,
Rare_Earths,Rare Earths,2016,Russia,18000000,121056000,14.86915147,221.0916654,2246.965442,
Rare_Earths,Rare Earths,2016,South Africa,860000,121056000,0.710415015,0.504689493,2246.965442,
Rare_Earths,Rare Earths,2016,United States,1400000,121056000,1.156489559,1.337468099,2246.965442,
Rare_Earths,Rare Earths,2016,Vietnam,22000000,121056000,18.17340735,330.2727347,2246.965442,
Rare_Earths,Rare Earths,2017,Australia,3400000,121060000,2.808524698,7.887810982,2246.817712,
Rare_Earths,Rare Earths,2017,Brazil,22000000,121060000,18.17280687,330.2509096,2246.817712,
Rare_Earths,Rare Earths,2017,Canada,830000,121060000,0.685610441,0.470061677,2246.817712,
Rare_Earths,Rare Earths,2017,China,44000000,121060000,36.34561375,1321.003639,2246.817712,
Rare_Earths,Rare Earths,2017,Greenland,1500000,121060000,1.239055014,1.535257328,2246.817712,
Rare_Earths,Rare Earths,2017,India,6900000,121060000,5.699653065,32.48604506,2246.817712,
Rare_Earths,Rare Earths,2017,Malawi,140000,121060000,0.115645135,0.013373797,2246.817712,
Rare_Earths,Rare Earths,2017,Malaysia,30000,121060000,0.0247811,0.000614103,2246.817712,
Rare_Earths,Rare Earths,2017,Russia,18000000,121060000,14.86866017,221.0770552,2246.817712,
Rare_Earths,Rare Earths,2017,South Africa,860000,121060000,0.710391541,0.504656142,2246.817712,
Rare_Earths,Rare Earths,2017,United States,1400000,121060000,1.156451346,1.337379717,2246.817712,
Rare_Earths,Rare Earths,2017,Vietnam,22000000,121060000,18.17280687,330.2509096,2246.817712,
Rare_Earths,Rare Earths,2018,Australia,3400000,116130000,2.92775338,8.571739853,2319.775963,
Rare_Earths,Rare Earths,2018,Brazil,22000000,116130000,18.94428658,358.8859939,2319.775963,
Rare_Earths,Rare Earths,2018,China,44000000,116130000,37.88857315,1435.543975,2319.775963,
Rare_Earths,Rare Earths,2018,India,6900000,116130000,5.941617153,35.3028144,2319.775963,
Rare_Earths,Rare Earths,2018,Malaysia,30000,116130000,0.025833118,0.00066735,2319.775963,
Rare_Earths,Rare Earths,2018,Russia,12000000,116130000,10.33324722,106.7759982,2319.775963,
Rare_Earths,Rare Earths,2018,United States,1400000,116130000,1.205545509,1.453339975,2319.775963,
Rare_Earths,Rare Earths,2018,Vietnam,22000000,116130000,18.94428658,358.8859939,2319.775963,
Rare_Earths,Rare Earths,2018,Other countries,4400000,116130000,3.788857315,14.35543975,2319.775963,
Rare_Earths,Rare Earths,2019,Australia,3300000,115920000,2.84679089,8.104218373,2316.59432,
Rare_Earths,Rare Earths,2019,Brazil,22000000,115920000,18.97860594,360.1874832,2316.59432,
Rare_Earths,Rare Earths,2019,Canada,830000,115920000,0.716011042,0.512671812,2316.59432,
Rare_Earths,Rare Earths,2019,China,44000000,115920000,37.95721187,1440.749933,2316.59432,
Rare_Earths,Rare Earths,2019,Greenland,1500000,115920000,1.293995859,1.674425284,2316.59432,
Rare_Earths,Rare Earths,2019,India,6900000,115920000,5.952380952,35.430839,2316.59432,
Rare_Earths,Rare Earths,2019,Russia,12000000,115920000,10.35196687,107.1632182,2316.59432,
Rare_Earths,Rare Earths,2019,South Africa,790000,115920000,0.681504486,0.464448364,2316.59432,
Rare_Earths,Rare Earths,2019,Tanzania,890000,115920000,0.767770876,0.589472119,2316.59432,
Rare_Earths,Rare Earths,2019,United States,1400000,115920000,1.207729469,1.458610469,2316.59432,
Rare_Earths,Rare Earths,2019,Vietnam,22000000,115920000,18.97860594,360.1874832,2316.59432,
Rare_Earths,Rare Earths,2019,Other countries,310000,115920000,0.267425811,0.071516564,2316.59432,
Rare_Earths,Rare Earths,2020,Australia,4100000,115820000,3.539975825,12.53142884,2293.17037,
Rare_Earths,Rare Earths,2020,Brazil,21000000,115820000,18.13158349,328.7543199,2293.17037,
Rare_Earths,Rare Earths,2020,Canada,830000,115820000,0.716629252,0.513557485,2293.17037,
Rare_Earths,Rare Earths,2020,China,44000000,115820000,37.98998446,1443.238919,2293.17037,
Rare_Earths,Rare Earths,2020,Greenland,1500000,115820000,1.295113107,1.677317959,2293.17037,
Rare_Earths,Rare Earths,2020,India,6900000,115820000,5.95752029,35.49204801,2293.17037,
Rare_Earths,Rare Earths,2020,Russia,12000000,115820000,10.36090485,107.3483494,2293.17037,
Rare_Earths,Rare Earths,2020,South Africa,790000,115820000,0.682092903,0.465250728,2293.17037,
Rare_Earths,Rare Earths,2020,Tanzania,890000,115820000,0.768433777,0.590490469,2293.17037,
Rare_Earths,Rare Earths,2020,United States,1500000,115820000,1.295113107,1.677317959,2293.17037,
Rare_Earths,Rare Earths,2020,Vietnam,22000000,115820000,18.99499223,360.8097298,2293.17037,
Rare_Earths,Rare Earths,2020,Other countries,310000,115820000,0.267656709,0.071640114,2293.17037,
Rare_Earths,Rare Earths,2021,Australia,4000000,124990000,3.20025602,10.2416386,2159.246906,
Rare_Earths,Rare Earths,2021,Brazil,21000000,124990000,16.80134411,282.2851638,2159.246906,
Rare_Earths,Rare Earths,2021,Canada,830000,124990000,0.664053124,0.440966552,2159.246906,
Rare_Earths,Rare Earths,2021,China,44000000,124990000,35.20281623,1239.23827,2159.246906,
Rare_Earths,Rare Earths,2021,Greenland,1500000,124990000,1.200096008,1.440230428,2159.246906,
Rare_Earths,Rare Earths,2021,India,6900000,124990000,5.520441635,30.47527585,2159.246906,
Rare_Earths,Rare Earths,2021,Russia,21000000,124990000,16.80134411,282.2851638,2159.246906,
Rare_Earths,Rare Earths,2021,South Africa,790000,124990000,0.632050564,0.399487916,2159.246906,
Rare_Earths,Rare Earths,2021,Tanzania,890000,124990000,0.712056965,0.507025121,2159.246906,
Rare_Earths,Rare Earths,2021,United States,1800000,124990000,1.440115209,2.073931816,2159.246906,
Rare_Earths,Rare Earths,2021,Vietnam,22000000,124990000,17.60140811,309.8095675,2159.246906,
Rare_Earths,Rare Earths,2021,Other countries,280000,124990000,0.224017921,0.050184029,2159.246906,
Rare_Earths,Rare Earths,2022,Australia,4200000,125690000,3.341554619,11.16598727,2137.598816,
Rare_Earths,Rare Earths,2022,Brazil,21000000,125690000,16.70777309,279.1496817,2137.598816,
Rare_Earths,Rare Earths,2022,Canada,830000,125690000,0.660354841,0.436068516,2137.598816,
Rare_Earths,Rare Earths,2022,China,44000000,125690000,35.00676267,1225.473433,2137.598816,
Rare_Earths,Rare Earths,2022,Greenland,1500000,125690000,1.193412364,1.42423307,2137.598816,
Rare_Earths,Rare Earths,2022,India,6900000,125690000,5.489696873,30.13677176,2137.598816,
Rare_Earths,Rare Earths,2022,Russia,21000000,125690000,16.70777309,279.1496817,2137.598816,
Rare_Earths,Rare Earths,2022,South Africa,790000,125690000,0.628530512,0.395050604,2137.598816,
Rare_Earths,Rare Earths,2022,Tanzania,890000,125690000,0.708091336,0.50139334,2137.598816,
Rare_Earths,Rare Earths,2022,United States,2300000,125690000,1.829898958,3.348530196,2137.598816,
Rare_Earths,Rare Earths,2022,Vietnam,22000000,125690000,17.50338134,306.3683582,2137.598816,
Rare_Earths,Rare Earths,2022,Other countries,280000,125690000,0.222770308,0.04962661,2137.598816,
Rare_Earths,Rare Earths,2023,Australia,5700000,115414500,4.938720871,24.39096384,2288.723067,
Rare_Earths,Rare Earths,2023,Brazil,21000000,115414500,18.19528742,331.0684843,2288.723067,
Rare_Earths,Rare Earths,2023,Canada,830000,115414500,0.719147074,0.517172514,2288.723067,
Rare_Earths,Rare Earths,2023,China,44000000,115414500,38.12345936,1453.398153,2288.723067,
Rare_Earths,Rare Earths,2023,Greenland,1500000,115414500,1.299663387,1.68912492,2288.723067,
Rare_Earths,Rare Earths,2023,India,6900000,115414500,5.978451581,35.74188331,2288.723067,
Rare_Earths,Rare Earths,2023,Russia,10000000,115414500,8.664422581,75.07221867,2288.723067,
Rare_Earths,Rare Earths,2023,South Africa,790000,115414500,0.684489384,0.468525717,2288.723067,
Rare_Earths,Rare Earths,2023,Tanzania,890000,115414500,0.77113361,0.594647044,2288.723067,
Rare_Earths,Rare Earths,2023,Thailand,4500,115414500,0.00389899,1.52021E-05,2288.723067,
Rare_Earths,Rare Earths,2023,United States,1800000,115414500,1.559596065,2.432339885,2288.723067,
Rare_Earths,Rare Earths,2023,Vietnam,22000000,115414500,19.06172968,363.3495383,2288.723067,
Rb,Rubidium,2016,Namibia,50000,90000,55.55555556,3086.419753,4320.987654,
Rb,Rubidium,2016,Zimbabwe,30000,90000,33.33333333,1111.111111,4320.987654,
Rb,Rubidium,2016,Other Countries,10000,90000,11.11111111,123.4567901,4320.987654,
Rb,Rubidium,2017,Namibia,50000,90000,55.55555556,3086.419753,4320.987654,
Rb,Rubidium,2017,Zimbabwe,30000,90000,33.33333333,1111.111111,4320.987654,
Rb,Rubidium,2017,Other Countries,10000,90000,11.11111111,123.4567901,4320.987654,
Rb,Rubidium,2018,Namibia,50000,90000,55.55555556,3086.419753,4320.987654,
Rb,Rubidium,2018,Zimbabwe,30000,90000,33.33333333,1111.111111,4320.987654,
Rb,Rubidium,2018,Other Countries,10000,90000,11.11111111,123.4567901,4320.987654,
Rb,Rubidium,2019,Canada,12000,102000,11.76470588,138.4083045,3502.499039,
Rb,Rubidium,2019,Namibia,50000,102000,49.01960784,2402.921953,3502.499039,
Rb,Rubidium,2019,Zimbabwe,30000,102000,29.41176471,865.0519031,3502.499039,
Rb,Rubidium,2019,Other Countries,10000,102000,9.803921569,96.11687812,3502.499039,
Rb,Rubidium,,,,,,,,2020-2023 reserve data not available for Rubidium
Re,Rhenium,2016,United States,390,2453,15.89889931,252.7749992,3314.917265,
Re,Rhenium,2016,Armenia,95,2453,3.872808806,14.99864804,3314.917265,
Re,Rhenium,2016,Canada,32,2453,1.304525071,1.701785662,3314.917265,
Re,Rhenium,2016,Chile,1300,2453,52.99633102,2808.611102,3314.917265,
Re,Rhenium,2016,Kazakhstan,190,2453,7.745617611,59.99459218,3314.917265,
Re,Rhenium,2016,Peru,45,2453,1.834488382,3.365347622,3314.917265,
Re,Rhenium,2016,Russia,310,2453,12.63758663,159.7085958,3314.917265,
Re,Rhenium,2016,Other Countries,91,2453,3.709743172,13.7621944,3314.917265,
Re,Rhenium,2017,United States,390,2453,15.89889931,252.7749992,3314.917265,
Re,Rhenium,2017,Armenia,95,2453,3.872808806,14.99864804,3314.917265,
Re,Rhenium,2017,Canada,32,2453,1.304525071,1.701785662,3314.917265,
Re,Rhenium,2017,Chile,1300,2453,52.99633102,2808.611102,3314.917265,
Re,Rhenium,2017,Kazakhstan,190,2453,7.745617611,59.99459218,3314.917265,
Re,Rhenium,2017,Peru,45,2453,1.834488382,3.365347622,3314.917265,
Re,Rhenium,2017,Russia,310,2453,12.63758663,159.7085958,3314.917265,
Re,Rhenium,2017,Other Countries,91,2453,3.709743172,13.7621944,3314.917265,
Re,Rhenium,2018,United States,400,2372,16.86340641,284.3744757,3544.503895,
Re,Rhenium,2018,Armenia,95,2372,4.005059022,16.04049777,3544.503895,
Re,Rhenium,2018,Canada,32,2372,1.349072513,1.819996644,3544.503895,
Re,Rhenium,2018,Chile,1300,2372,54.80607083,3003.705399,3544.503895,
Re,Rhenium,2018,Kazakhstan,190,2372,8.010118044,64.16199108,3544.503895,
Re,Rhenium,2018,Peru,45,2372,1.897133221,3.599114458,3544.503895,
Re,Rhenium,2018,Russia,310,2372,13.06913997,170.8024195,3544.503895,
Re,Rhenium,2019,United States,400,2372,16.86340641,284.3744757,3544.503895,
Re,Rhenium,2019,Armenia,95,2372,4.005059022,16.04049777,3544.503895,
Re,Rhenium,2019,Canada,32,2372,1.349072513,1.819996644,3544.503895,
Re,Rhenium,2019,Chile,1300,2372,54.80607083,3003.705399,3544.503895,
Re,Rhenium,2019,Kazakhstan,190,2372,8.010118044,64.16199108,3544.503895,
Re,Rhenium,2019,Peru,45,2372,1.897133221,3.599114458,3544.503895,
Re,Rhenium,2019,Russia,310,2372,13.06913997,170.8024195,3544.503895,
Re,Rhenium,2020,United States,400,2372,16.86340641,284.3744757,3544.503895,
Re,Rhenium,2020,Armenia,95,2372,4.005059022,16.04049777,3544.503895,
Re,Rhenium,2020,Canada,32,2372,1.349072513,1.819996644,3544.503895,
Re,Rhenium,2020,Chile,1300,2372,54.80607083,3003.705399,3544.503895,
Re,Rhenium,2020,Kazakhstan,190,2372,8.010118044,64.16199108,3544.503895,
Re,Rhenium,2020,Peru,45,2372,1.897133221,3.599114458,3544.503895,
Re,Rhenium,2020,Russia,310,2372,13.06913997,170.8024195,3544.503895,
Re,Rhenium,2021,United States,400,2295,17.4291939,303.7768,3780.549741,
Re,Rhenium,2021,Armenia,95,2295,4.139433551,17.13491012,3780.549741,
Re,Rhenium,2021,Chile,1300,2295,56.64488017,3208.64245,3780.549741,
Re,Rhenium,2021,Kazakhstan,190,2295,8.278867102,68.5396405,3780.549741,
Re,Rhenium,2021,Russia,310,2295,13.50762527,182.4559405,3780.549741,
Re,Rhenium,2022,United States,400,2295,17.4291939,303.7768,3780.549741,
Re,Rhenium,2022,Armenia,95,2295,4.139433551,17.13491012,3780.549741,
Re,Rhenium,2022,Chile,1300,2295,56.64488017,3208.64245,3780.549741,
Re,Rhenium,2022,Kazakhstan,190,2295,8.278867102,68.5396405,3780.549741,
Re,Rhenium,2022,Russia,310,2295,13.50762527,182.4559405,3780.549741,
Re,Rhenium,2023,United States,400,2314.2,17.28459079,298.7570787,3718.766861,
Re,Rhenium,2023,Armenia,95,2314.2,4.105090312,16.85176647,3718.766861,
Re,Rhenium,2023,Chile,1300,2314.2,56.17492006,3155.621644,3718.766861,
Re,Rhenium,2023,China,19.2,2314.2,0.829660358,0.688336309,3718.766861,
Re,Rhenium,2023,Kazakhstan,190,2314.2,8.210180624,67.40706588,3718.766861,
Re,Rhenium,2023,Russia,310,2314.2,13.39555786,179.4409704,3718.766861,
Sb,Antimony,2016,United States,60000,1505000,3.986710963,15.89386431,2349.876933,
Sb,Antimony,2016,Australia,160000,1505000,10.63122924,113.0230351,2349.876933,
Sb,Antimony,2016,Bolivia,310000,1505000,20.59800664,424.2778777,2349.876933,
Sb,Antimony,2016,China,530000,1505000,35.21594684,1240.162912,2349.876933,
Sb,Antimony,2016,Mexico,18000,1505000,1.196013289,1.430447788,2349.876933,
Sb,Antimony,2016,Russia,350000,1505000,23.25581395,540.8328826,2349.876933,
Sb,Antimony,2016,South Africa,27000,1505000,1.794019934,3.218507522,2349.876933,
Sb,Antimony,2016,Tajikistan,50000,1505000,3.322259136,11.03740577,2349.876933,
Sb,Antimony,2017,United States,60000,1555000,3.8585209,14.88818354,2033.696922,
Sb,Antimony,2017,Australia,160000,1555000,10.28938907,105.8715274,2033.696922,
Sb,Antimony,2017,Bolivia,310000,1555000,19.93569132,397.4317883,2033.696922,
Sb,Antimony,2017,China,480000,1555000,30.8681672,952.8437464,2033.696922,
Sb,Antimony,2017,Mexico,18000,1555000,1.15755627,1.339936518,2033.696922,
Sb,Antimony,2017,Russia,350000,1555000,22.50803859,506.611801,2033.696922,
Sb,Antimony,2017,South Africa,27000,1555000,1.736334405,3.014857166,2033.696922,
Sb,Antimony,2017,Tajikistan,50000,1555000,3.215434084,10.33901635,2033.696922,
Sb,Antimony,2017,Turkey,100000,1555000,6.430868167,41.35606538,2033.696922,
Sb,Antimony,2018,United States,60000,1508000,3.978779841,15.83068902,2132.851142,
Sb,Antimony,2018,Australia,140000,1508000,9.283819629,86.1893069,2132.851142,
Sb,Antimony,2018,Bolivia,310000,1508000,20.55702918,422.5914486,2132.851142,
Sb,Antimony,2018,China,480000,1508000,31.83023873,1013.164097,2132.851142,
Sb,Antimony,2018,Mexico,18000,1508000,1.193633952,1.424762012,2132.851142,
Sb,Antimony,2018,Russia,350000,1508000,23.20954907,538.6831681,2132.851142,
Sb,Antimony,2018,Tajikistan,50000,1508000,3.315649867,10.99353404,2132.851142,
Sb,Antimony,2018,Turkey,100000,1508000,6.631299735,43.97413617,2132.851142,
Sb,Antimony,2019,United States,60000,1534000,3.911342894,15.29860324,2064.036553,
Sb,Antimony,2019,Australia,140000,1534000,9.126466754,83.2923954,2064.036553,
Sb,Antimony,2019,Bolivia,310000,1534000,20.20860495,408.3877142,2064.036553,
Sb,Antimony,2019,China,480000,1534000,31.29074316,979.1106072,2064.036553,
Sb,Antimony,2019,Mexico,18000,1534000,1.173402868,1.376874291,2064.036553,
Sb,Antimony,2019,Pakistan,26000,1534000,1.694915254,2.872737719,2064.036553,
Sb,Antimony,2019,Russia,350000,1534000,22.81616688,520.5774713,2064.036553,
Sb,Antimony,2019,Tajikistan,50000,1534000,3.259452412,10.62403003,2064.036553,
Sb,Antimony,2019,Turkey,100000,1534000,6.518904824,42.4961201,2064.036553,
Sb,Antimony,2020,United States,60000,1534000,3.911342894,15.29860324,2064.036553,
Sb,Antimony,2020,Australia,140000,1534000,9.126466754,83.2923954,2064.036553,
Sb,Antimony,2020,Bolivia,310000,1534000,20.20860495,408.3877142,2064.036553,
Sb,Antimony,2020,China,480000,1534000,31.29074316,979.1106072,2064.036553,
Sb,Antimony,2020,Mexico,18000,1534000,1.173402868,1.376874291,2064.036553,
