element,element name,year,country,tons,total_production,market_share,HHI_contribution,HHI,info
Au,Gold,2018,United Kingdom,0.003,3310.924,9.06091E-05,8.21002E-09,523.35895,
Au,Gold,2018,United States,226,3310.924,6.825889087,46.59276183,523.35895,
Au,Gold,2018,Uruguay,0.86,3310.924,0.025974622,0.000674681,523.35895,
Au,Gold,2018,Uzbekistan,92.716,3310.924,2.800305896,7.841713114,523.35895,
Au,Gold,2018,Venezuela,0.48,3310.924,0.014497464,0.000210176,523.35895,
Au,Gold,2018,Vietnam,0.56,3310.924,0.016913707,0.000286074,523.35895,
Au,Gold,2018,Zambia,4.044,3310.924,0.12214113,0.014918456,523.35895,
Au,Gold,2018,Zimbabwe,35.054,3310.924,1.058737682,1.120925479,523.35895,
Au,Gold,2019,Algeria,0.053,3264.467,0.001623542,2.63589E-06,522.4739156,
Au,Gold,2019,Argentina,53.092,3264.467,1.626360444,2.645048294,522.4739156,
Au,Gold,2019,Armenia,5.11,3264.467,0.156533976,0.024502886,522.4739156,
Au,Gold,2019,Australia,326.304,3264.467,9.995628689,99.91259289,522.4739156,
Au,Gold,2019,Azerbaijan,3.712,3264.467,0.113709221,0.012929787,522.4739156,
Au,Gold,2019,Bolivia,42.04,3264.467,1.287805942,1.658444144,522.4739156,
Au,Gold,2019,Botswana,0.943,3264.467,0.028886798,0.000834447,522.4739156,
Au,Gold,2019,Brazil,89.988,3264.467,2.756590892,7.598793347,522.4739156,
Au,Gold,2019,"Bulgaria, concentrate",9.924,3264.467,0.304000622,0.092416378,522.4739156,
Au,Gold,2019,Burkina Faso,51.406,3264.467,1.574713422,2.479722361,522.4739156,
Au,Gold,2019,Burma,0.33,3264.467,0.010108848,0.000102189,522.4739156,
Au,Gold,2019,Burundi,1.599,3264.467,0.048981962,0.002399233,522.4739156,
Au,Gold,2019,Cameroon,0.341,3264.467,0.010445809,0.000109115,522.4739156,
Au,Gold,2019,Canada,190.651,3264.467,5.840187694,34.1077923,522.4739156,
Au,Gold,2019,Central African Republic,0.359,3264.467,0.010997201,0.000120938,522.4739156,
Au,Gold,2019,Chile,38.455,3264.467,1.177987096,1.387653597,522.4739156,
Au,Gold,2019,China,380.23,3264.467,11.64753695,135.665117,522.4739156,
Au,Gold,2019,Colombia,38.007,3264.467,1.164263569,1.355509658,522.4739156,
Au,Gold,2019,Congo,45,3264.467,1.378479243,1.900205024,522.4739156,
Au,Gold,2019,Costa Rica,4.5,3264.467,0.137847924,0.01900205,522.4739156,
Au,Gold,2019,Côte d’Ivoire,32.6,3264.467,0.99863163,0.997265132,522.4739156,
Au,Gold,2019,Cyprus,0.033,3264.467,0.001010885,1.02189E-06,522.4739156,
Au,Gold,2019,Dominican Republic,31.8,3264.467,0.974125332,0.948920162,522.4739156,
Au,Gold,2019,Ecuador,6.293,3264.467,0.192772664,0.0371613,522.4739156,
Au,Gold,2019,Egypt,14.944,3264.467,0.45777764,0.209560368,522.4739156,
Au,Gold,2019,Eritrea,4,3264.467,0.122531488,0.015013966,522.4739156,
Au,Gold,2019,Eswatini,0.006,3264.467,0.000183797,3.37814E-08,522.4739156,
Au,Gold,2019,Ethiopia,3.48,3264.467,0.106602395,0.011364071,522.4739156,
Au,Gold,2019,Fiji,1.106,3264.467,0.033879957,0.001147851,522.4739156,
Au,Gold,2019,Finland,7.927,3264.467,0.242826777,0.058964844,522.4739156,
Au,Gold,2019,French Guiana,1.157,3264.467,0.035442233,0.001256152,522.4739156,
Au,Gold,2019,Gabon,0.1,3264.467,0.003063287,9.38373E-06,522.4739156,
Au,Gold,2019,Georgia,4.052,3264.467,0.124124398,0.015406866,522.4739156,
Au,Gold,2019,Ghana,141.982,3264.467,4.349316443,18.91655352,522.4739156,
Au,Gold,2019,Greece,2.333,3264.467,0.071466491,0.005107459,522.4739156,
Au,Gold,2019,Guatemala,0.2,3264.467,0.006126574,3.75349E-05,522.4739156,
Au,Gold,2019,Guinea,13.663,3264.467,0.418536931,0.175173163,522.4739156,
Au,Gold,2019,Guyana,19.963,3264.467,0.611524025,0.373961633,522.4739156,
Au,Gold,2019,Honduras,1.931,3264.467,0.059152076,0.003498968,522.4739156,
Au,Gold,2019,India,1.896,3264.467,0.058079925,0.003373278,522.4739156,
Au,Gold,2019,Indonesia,108.977,3264.467,3.3382785,11.14410334,522.4739156,
Au,Gold,2019,Iran,8.5,3264.467,0.260379413,0.067797439,522.4739156,
Au,Gold,2019,Japan,6.322,3264.467,0.193661017,0.03750459,522.4739156,
Au,Gold,2019,Kazakhstan,106.559,3264.467,3.264208215,10.65505527,522.4739156,
Au,Gold,2019,Kenya,0.395,3264.467,0.012099984,0.00014641,522.4739156,
Au,Gold,2019,"Korea, North",1,3264.467,0.030632872,0.000938373,522.4739156,
Au,Gold,2019,Korea,0.181,3264.467,0.00554455,3.0742E-05,522.4739156,
Au,Gold,2019,Kyrgyzstan,26.849,3264.467,0.822461982,0.676443712,522.4739156,
Au,Gold,2019,Laos,5.207,3264.467,0.159505365,0.025441961,522.4739156,
Au,Gold,2019,Liberia,5,3264.467,0.15316436,0.023459321,522.4739156,
Au,Gold,2019,Madagascar,2.1,3264.467,0.064329031,0.004138224,522.4739156,
Au,Gold,2019,Malaysia,3.151,3264.467,0.09652418,0.009316917,522.4739156,
Au,Gold,2019,Mali,61,3264.467,1.868605196,3.49168538,522.4739156,
Au,Gold,2019,Mauritania,14.484,3264.467,0.443686519,0.196857727,522.4739156,
Au,Gold,2019,Mexico,111.404,3264.467,3.412624481,11.64600584,522.4739156,
Au,Gold,2019,Mongolia,16.251,3264.467,0.497814804,0.247819579,522.4739156,
Au,Gold,2019,Morocco,0.221,3264.467,0.006769865,4.58311E-05,522.4739156,
Au,Gold,2019,Mozambique,0.43,3264.467,0.013172135,0.000173505,522.4739156,
Au,Gold,2019,Namibia,6.526,3264.467,0.199910123,0.039964057,522.4739156,
Au,Gold,2019,New Zealand,8.217,3264.467,0.25171031,0.06335808,522.4739156,
Au,Gold,2019,Nicaragua,9.19,3264.467,0.281516094,0.079251311,522.4739156,
Au,Gold,2019,Niger,5.224,3264.467,0.160026124,0.02560836,522.4739156,
Au,Gold,2019,Nigeria,0.038,3264.467,0.001164049,1.35501E-06,522.4739156,
Au,Gold,2019,Panama,1.869,3264.467,0.057252838,0.003277887,522.4739156,
Au,Gold,2019,Papua New Guinea,73.9,3264.467,2.263769246,5.1246512,522.4739156,
Au,Gold,2019,Peru,128.413,3264.467,3.933659002,15.47367314,522.4739156,
Au,Gold,2019,Philippines,20.646,3264.467,0.632446277,0.399988293,522.4739156,
Au,Gold,2019,Poland,0.674,3264.467,0.020646556,0.00042628,522.4739156,
Au,Gold,2019,Russia,304.697,3264.467,9.333744222,87.11878121,522.4739156,
Au,Gold,2019,Rwanda,2.9,3264.467,0.088835329,0.007891716,522.4739156,
Au,Gold,2019,Senegal,12.987,3264.467,0.39782911,0.158268,522.4739156,
Au,Gold,2019,Serbia,1.676,3264.467,0.051340694,0.002635867,522.4739156,
Au,Gold,2019,Sierra Leone,0.076,3264.467,0.002328098,5.42004E-06,522.4739156,
Au,Gold,2019,Slovakia,0.346,3264.467,0.010598974,0.000112338,522.4739156,
Au,Gold,2019,Solomon Islands,0.435,3264.467,0.013325299,0.000177564,522.4739156,
Au,Gold,2019,South Africa,105.185,3264.467,3.222118649,10.38204859,522.4739156,
Au,Gold,2019,Spain,1.87,3264.467,0.057283471,0.003281396,522.4739156,
Au,Gold,2019,Sudan,43.3,3264.467,1.326403361,1.759345876,522.4739156,
Au,Gold,2019,Suriname,24.105,3264.467,0.738405381,0.545242507,522.4739156,
Au,Gold,2019,Sweden,7.972,3264.467,0.244205256,0.059636207,522.4739156,
Au,Gold,2019,Tajikistan,8.1,3264.467,0.248126264,0.061566643,522.4739156,
Au,Gold,2019,Tanzania,48.408,3264.467,1.482876071,2.198921443,522.4739156,
Au,Gold,2019,Togo,20,3264.467,0.612657441,0.375349141,522.4739156,
Au,Gold,2019,Turkey,39,3264.467,1.194682011,1.427265107,522.4739156,
Au,Gold,2019,Uganda,2.2,3264.467,0.067392319,0.004541725,522.4739156,
Au,Gold,2019,United Kingdom,0.05,3264.467,0.001531644,2.34593E-06,522.4739156,
Au,Gold,2019,United States,201,3264.467,6.157207287,37.91120157,522.4739156,
Au,Gold,2019,Uruguay,0.094,3264.467,0.00287949,8.29146E-06,522.4739156,
Au,Gold,2019,Uzbekistan,100.9,3264.467,3.090856792,9.55339571,522.4739156,
Au,Gold,2019,Venezuela,0.48,3264.467,0.014703779,0.000216201,522.4739156,
Au,Gold,2019,Vietnam,0.54,3264.467,0.016541751,0.00027363,522.4739156,
Au,Gold,2019,Zambia,4.522,3264.467,0.138521848,0.019188302,522.4739156,
Au,Gold,2019,Zimbabwe,29.386,3264.467,0.900177579,0.810319673,522.4739156,
Au,Gold,2020,Algeria,0.071,3053.926,0.002324876,5.40505E-06,551.0159213,
Au,Gold,2020,Argentina,37.1,3053.926,1.214829698,1.475811195,551.0159213,
Au,Gold,2020,Armenia,4,3053.926,0.130978943,0.017155484,551.0159213,
Au,Gold,2020,Australia,327.952,3053.926,10.73870159,115.3197119,551.0159213,
Au,Gold,2020,Azerbaijan,3.571,3053.926,0.116931452,0.013672964,551.0159213,
Au,Gold,2020,Bolivia,23.207,3053.926,0.759907084,0.577458776,551.0159213,
Au,Gold,2020,Botswana,0.851,3053.926,0.02786577,0.000776501,551.0159213,
Au,Gold,2020,Brazil,79.619,3053.926,2.607103119,6.796986673,551.0159213,
Au,Gold,2020,"Bulgaria, concentrate",11.3,3053.926,0.370015514,0.136911481,551.0159213,
Au,Gold,2020,Burkina Faso,62.138,3053.926,2.034692393,4.139973133,551.0159213,
Au,Gold,2020,Burma,0.84,3053.926,0.027505578,0.000756557,551.0159213,
Au,Gold,2020,Burundi,0.863,3053.926,0.028258707,0.000798555,551.0159213,
Au,Gold,2020,Cameroon,0.326,3053.926,0.010674784,0.000113951,551.0159213,
Au,Gold,2020,Canada,178.055,3053.926,5.830363932,33.99314357,551.0159213,
Au,Gold,2020,Central African Republic,0.401,3053.926,0.013130639,0.000172414,551.0159213,
Au,Gold,2020,Chile,33.895,3053.926,1.10988282,1.231839873,551.0159213,
Au,Gold,2020,China,365.34,3053.926,11.96296177,143.1124544,551.0159213,
Au,Gold,2020,Colombia,48.561,3053.926,1.590117115,2.528472439,551.0159213,
Au,Gold,2020,Congo,43,3053.926,1.408023639,1.982530568,551.0159213,
Au,Gold,2020,Costa Rica,0.599,3053.926,0.019614097,0.000384713,551.0159213,
Au,Gold,2020,Côte d’Ivoire,20.907,3053.926,0.684594191,0.468669207,551.0159213,
Au,Gold,2020,Cyprus,0.061,3053.926,0.001997429,3.98972E-06,551.0159213,
Au,Gold,2020,Dominican Republic,28.154,3053.926,0.921895292,0.849890928,551.0159213,
Au,Gold,2020,Ecuador,9.086,3053.926,0.297518669,0.088517359,551.0159213,
Au,Gold,2020,Egypt,14.069,3053.926,0.460685688,0.212231303,551.0159213,
Au,Gold,2020,Eritrea,4.3,3053.926,0.140802364,0.019825306,551.0159213,
Au,Gold,2020,Eswatini,0.001,3053.926,3.27447E-05,1.07222E-09,551.0159213,
Au,Gold,2020,Ethiopia,3.48,3053.926,0.113951681,0.012984986,551.0159213,
Au,Gold,2020,Fiji,1.09,3053.926,0.035691762,0.001273902,551.0159213,
Au,Gold,2020,Finland,8.668,3053.926,0.28383137,0.080560247,551.0159213,
Au,Gold,2020,French Guiana,1.058,3053.926,0.03464393,0.001200202,551.0159213,
Au,Gold,2020,Gabon,0.1,3053.926,0.003274474,1.07222E-05,551.0159213,
Au,Gold,2020,Georgia,5.401,3053.926,0.176854318,0.03127745,551.0159213,
Au,Gold,2020,Ghana,125.552,3053.926,4.111167068,16.90169466,551.0159213,
Au,Gold,2020,Greece,2.177,3053.926,0.07128529,0.005081593,551.0159213,
Au,Gold,2020,Guatemala,0.2,3053.926,0.006548947,4.28887E-05,551.0159213,
Au,Gold,2020,Guinea,13.336,3053.926,0.436683797,0.190692738,551.0159213,
Au,Gold,2020,Guyana,18.21,3053.926,0.596281639,0.355551793,551.0159213,
Au,Gold,2020,Honduras,1.98,3053.926,0.064834577,0.004203522,551.0159213,
Au,Gold,2020,India,1.225,3053.926,0.040112301,0.001608997,551.0159213,
Au,Gold,2020,Indonesia,65.9,3053.926,2.157878089,4.656437846,551.0159213,
Au,Gold,2020,Iran,7,3053.926,0.229213151,0.052538668,551.0159213,
Au,Gold,2020,Japan,7.59,3053.926,0.248532545,0.061768426,551.0159213,
Au,Gold,2020,Kazakhstan,116.964,3053.926,3.829955277,14.66855743,551.0159213,
Au,Gold,2020,Kenya,0.15,3053.926,0.00491171,2.41249E-05,551.0159213,
Au,Gold,2020,"Korea, North",1,3053.926,0.032744736,0.001072218,551.0159213,
Au,Gold,2020,Korea,0.189,3053.926,0.006188755,3.83007E-05,551.0159213,
Au,Gold,2020,Kyrgyzstan,22.4,3053.926,0.733482082,0.537995964,551.0159213,
Au,Gold,2020,Laos,5.499,3053.926,0.180063302,0.032422793,551.0159213,
Au,Gold,2020,Liberia,4.3,3053.926,0.140802364,0.019825306,551.0159213,
Au,Gold,2020,Madagascar,1.5,3053.926,0.049117104,0.00241249,551.0159213,
Au,Gold,2020,Malaysia,1.716,3053.926,0.056189967,0.003157312,551.0159213,
Au,Gold,2020,Mali,65.3,3053.926,2.138231247,4.572032867,551.0159213,
Au,Gold,2020,Mauritania,19.725,3053.926,0.645889914,0.41717378,551.0159213,
Au,Gold,2020,Mexico,101.631,3053.926,3.327880243,11.07478691,551.0159213,
Au,Gold,2020,Mongolia,20.226,3053.926,0.662295026,0.438634702,551.0159213,
Au,Gold,2020,Morocco,0.143,3053.926,0.004682497,2.19258E-05,551.0159213,
Au,Gold,2020,Mozambique,0.488,3053.926,0.015979431,0.000255342,551.0159213,
Au,Gold,2020,Namibia,6.254,3053.926,0.204785578,0.041937133,551.0159213,
Au,Gold,2020,New Zealand,5.86,3053.926,0.191884152,0.036819528,551.0159213,
Au,Gold,2020,Nicaragua,8.087,3053.926,0.264806678,0.070122577,551.0159213,
Au,Gold,2020,Niger,2.361,3053.926,0.077310321,0.005976886,551.0159213,
Au,Gold,2020,Nigeria,0.4,3053.926,0.013097894,0.000171555,551.0159213,
Au,Gold,2020,Panama,2.634,3053.926,0.086249634,0.007438999,551.0159213,
Au,Gold,2020,Papua New Guinea,53,3053.926,1.735470997,3.011859581,551.0159213,
Au,Gold,2020,Peru,87.457,3053.926,2.863756358,8.201100479,551.0159213,
Au,Gold,2020,Philippines,21.03,3053.926,0.688621794,0.474199975,551.0159213,
Au,Gold,2020,Poland,0.878,3053.926,0.028749878,0.000826555,551.0159213,
Au,Gold,2020,Russia,308.56,3053.926,10.10371568,102.0850705,551.0159213,
Au,Gold,2020,Rwanda,2.6,3053.926,0.085136313,0.007248192,551.0159213,
Au,Gold,2020,Senegal,12.408,3053.926,0.406296682,0.165076994,551.0159213,
Au,Gold,2020,Serbia,1.55,3053.926,0.05075434,0.002576003,551.0159213,
Au,Gold,2020,Sierra Leone,0.12,3053.926,0.003929368,1.54399E-05,551.0159213,
Au,Gold,2020,Slovakia,0.336,3053.926,0.011002231,0.000121049,551.0159213,
Au,Gold,2020,Solomon Islands,0.335,3053.926,0.010969486,0.00012033,551.0159213,
Au,Gold,2020,South Africa,95.786,3053.926,3.136487263,9.837552349,551.0159213,
Au,Gold,2020,Spain,1.531,3053.926,0.05013219,0.002513237,551.0159213,
Au,Gold,2020,Sudan,35.7,3053.926,1.168987068,1.366530765,551.0159213,
Au,Gold,2020,Suriname,20.871,3053.926,0.683415381,0.467056583,551.0159213,
Au,Gold,2020,Sweden,8.249,3053.926,0.270111326,0.072960128,551.0159213,
Au,Gold,2020,Tajikistan,7.595,3053.926,0.248696268,0.061849834,551.0159213,
Au,Gold,2020,Tanzania,55.508,3053.926,1.817594794,3.303650837,551.0159213,
Au,Gold,2020,Togo,20,3053.926,0.654894716,0.428887089,551.0159213,
Au,Gold,2020,Turkey,42.1,3053.926,1.378553377,1.900409413,551.0159213,
Au,Gold,2020,Uganda,2.5,3053.926,0.081861839,0.006701361,551.0159213,
Au,Gold,2020,United Kingdom,0.028,3053.926,0.000916853,8.40619E-07,551.0159213,
Au,Gold,2020,United States,193,3053.926,6.319734008,39.93903793,551.0159213,
Au,Gold,2020,Uzbekistan,104.6,3053.926,3.425099364,11.73130565,551.0159213,
Au,Gold,2020,Venezuela,0.48,3053.926,0.015717473,0.000247039,551.0159213,
Au,Gold,2020,Vietnam,0.55,3053.926,0.018009605,0.000324346,551.0159213,
Au,Gold,2020,Zambia,3.993,3053.926,0.13074973,0.017095492,551.0159213,
Au,Gold,2020,Zimbabwe,25.1,3053.926,0.821892868,0.675507887,551.0159213,
Au,Gold,2021,Algeria,0.11,3119.776,0.003525894,1.24319E-05,512.166912,
Au,Gold,2021,Argentina,43,3119.776,1.378304083,1.899722146,512.166912,
Au,Gold,2021,Armenia,2.5,3119.776,0.080133958,0.006421451,512.166912,
Au,Gold,2021,Australia,307.17,3119.776,9.845899193,96.94173091,512.166912,
Au,Gold,2021,Azerbaijan,3.351,3119.776,0.107411558,0.011537243,512.166912,
Au,Gold,2021,Bolivia,42.816,3119.776,1.372406224,1.883498844,512.166912,
Au,Gold,2021,Botswana,0.649,3119.776,0.020802776,0.000432755,512.166912,
Au,Gold,2021,Brazil,60.669,3119.776,1.944658847,3.781698032,512.166912,
Au,Gold,2021,"Bulgaria, concentrate",10.9,3119.776,0.349384058,0.12206922,512.166912,
Au,Gold,2021,Burkina Faso,67.126,3119.776,2.151628835,4.629506643,512.166912,
Au,Gold,2021,Burma,0.773,3119.776,0.02477742,0.000613921,512.166912,
Au,Gold,2021,Burundi,0.893,3119.776,0.02862385,0.000819325,512.166912,
Au,Gold,2021,Cambodia,1.4,3119.776,0.044875017,0.002013767,512.166912,
Au,Gold,2021,Cameroon,0.33,3119.776,0.010577683,0.000111887,512.166912,
Au,Gold,2021,Canada,222.524,3119.776,7.132691578,50.87528914,512.166912,
Au,Gold,2021,Central African Republic,0.858,3119.776,0.027501975,0.000756359,512.166912,
Au,Gold,2021,Chile,34.248,3119.776,1.097771122,1.205101436,512.166912,
Au,Gold,2021,China,328.98,3119.776,10.54498785,111.1967687,512.166912,
Au,Gold,2021,Colombia,55.321,3119.776,1.773236284,3.144366918,512.166912,
Au,Gold,2021,Congo,43,3119.776,1.378304083,1.899722146,512.166912,
Au,Gold,2021,Costa Rica,0.647,3119.776,0.020738668,0.000430092,512.166912,
Au,Gold,2021,Côte d’Ivoire,42,3119.776,1.3462505,1.812390409,512.166912,
Au,Gold,2021,Dominican Republic,25.44,3119.776,0.81544316,0.664947547,512.166912,
Au,Gold,2021,Ecuador,12.614,3119.776,0.4043239,0.163477816,512.166912,
Au,Gold,2021,Egypt,12.919,3119.776,0.414100243,0.171479011,512.166912,
Au,Gold,2021,Eritrea,4.4,3119.776,0.141035767,0.019891087,512.166912,
Au,Gold,2021,Ethiopia,3.48,3119.776,0.11154647,0.012442615,512.166912,
Au,Gold,2021,Fiji,1.107,3119.776,0.035483317,0.001259066,512.166912,
Au,Gold,2021,Finland,9.082,3119.776,0.291110644,0.084745407,512.166912,
Au,Gold,2021,French Guiana,1.225,3119.776,0.03926564,0.00154179,512.166912,
Au,Gold,2021,Gabon,0.1,3119.776,0.003205358,1.02743E-05,512.166912,
Au,Gold,2021,Georgia,3.513,3119.776,0.112604238,0.012679714,512.166912,
Au,Gold,2021,Ghana,87.649,3119.776,2.809464526,7.893090921,512.166912,
Au,Gold,2021,Greece,3.315,3119.776,0.106257629,0.011290684,512.166912,
Au,Gold,2021,Guatemala,0.2,3119.776,0.006410717,4.10973E-05,512.166912,
Au,Gold,2021,Guinea,17.941,3119.776,0.575073339,0.330709345,512.166912,
Au,Gold,2021,Guyana,15.522,3119.776,0.497535721,0.247541793,512.166912,
Au,Gold,2021,Honduras,2.845,3119.776,0.091192445,0.008316062,512.166912,
Au,Gold,2021,India,1.22,3119.776,0.039105372,0.00152923,512.166912,
Au,Gold,2021,Indonesia,79.28,3119.776,2.541208087,6.45773854,512.166912,
Au,Gold,2021,Iran,7,3119.776,0.224375083,0.050344178,512.166912,
Au,Gold,2021,Japan,7.5,3119.776,0.240401875,0.057793062,512.166912,
Au,Gold,2021,Kazakhstan,114.843,3119.776,3.681129671,13.55071565,512.166912,
Au,Gold,2021,Kenya,0.292,3119.776,0.009359646,8.7603E-05,512.166912,
Au,Gold,2021,"Korea, North",1,3119.776,0.032053583,0.001027432,512.166912,
Au,Gold,2021,Korea,0.162,3119.776,0.005192681,2.69639E-05,512.166912,
Au,Gold,2021,Kyrgyzstan,24.9,3119.776,0.798134225,0.637018241,512.166912,
Au,Gold,2021,Laos,9.943,3119.776,0.318708779,0.101575286,512.166912,
Au,Gold,2021,Liberia,7.8,3119.776,0.25001795,0.062508975,512.166912,
Au,Gold,2021,Madagascar,1.5,3119.776,0.048080375,0.002311722,512.166912,
Au,Gold,2021,Malaysia,1.8,3119.776,0.05769645,0.00332888,512.166912,
Au,Gold,2021,Mali,63.4,3119.776,2.032197183,4.129825392,512.166912,
Au,Gold,2021,Mauritania,8.1,3119.776,0.259634025,0.067409827,512.166912,
Au,Gold,2021,Mexico,120,3119.776,3.84643,14.79502375,512.166912,
Au,Gold,2021,Mongolia,19.054,3119.776,0.610748977,0.373014313,512.166912,
Au,Gold,2021,Morocco,0.147,3119.776,0.004711877,2.22018E-05,512.166912,
Au,Gold,2021,Mozambique,0.764,3119.776,0.024488938,0.000599708,512.166912,
Au,Gold,2021,Namibia,6.85,3119.776,0.219567046,0.048209688,512.166912,
Au,Gold,2021,New Zealand,5.815,3119.776,0.186391587,0.034741824,512.166912,
Au,Gold,2021,Nicaragua,11.144,3119.776,0.357205133,0.127595507,512.166912,
Au,Gold,2021,Niger,2,3119.776,0.064107167,0.004109729,512.166912,
Au,Gold,2021,Nigeria,0.349,3119.776,0.011186701,0.000125142,512.166912,
Au,Gold,2021,Panama,4.405,3119.776,0.141196035,0.01993632,512.166912,
Au,Gold,2021,Papua New Guinea,45,3119.776,1.44241125,2.080550214,512.166912,
Au,Gold,2021,Peru,97.339,3119.776,3.120063748,9.734797793,512.166912,
Au,Gold,2021,Philippines,25.332,3119.776,0.811981373,0.65931375,512.166912,
Au,Gold,2021,Poland,0.768,3119.776,0.024617152,0.000606004,512.166912,
Au,Gold,2021,Russia,313.83,3119.776,10.05937606,101.1910467,512.166912,
Au,Gold,2021,Rwanda,2.9,3119.776,0.092955392,0.008640705,512.166912,
Au,Gold,2021,Senegal,15.86,3119.776,0.508369832,0.258439886,512.166912,
Au,Gold,2021,Serbia,4.8,3119.776,0.1538572,0.023672038,512.166912,
Au,Gold,2021,Sierra Leone,0.06,3119.776,0.001923215,3.69876E-06,512.166912,
Au,Gold,2021,Slovakia,0.392,3119.776,0.012565005,0.000157879,512.166912,
Au,Gold,2021,Solomon Islands,0.293,3119.776,0.0093917,8.8204E-05,512.166912,
Au,Gold,2021,South Africa,107.89,3119.776,3.458261106,11.95956988,512.166912,
Au,Gold,2021,Spain,1.43,3119.776,0.045836624,0.002100996,512.166912,
Au,Gold,2021,Sudan,49.7,3119.776,1.593063092,2.537850014,512.166912,
Au,Gold,2021,Suriname,18.382,3119.776,0.589208969,0.347167209,512.166912,
Au,Gold,2021,Sweden,8.805,3119.776,0.282231801,0.07965479,512.166912,
Au,Gold,2021,Tajikistan,8.079,3119.776,0.2589609,0.067060748,512.166912,
Au,Gold,2021,Tanzania,59.638,3119.776,1.911611603,3.65425892,512.166912,
Au,Gold,2021,Togo,20,3119.776,0.641071667,0.410972882,512.166912,
Au,Gold,2021,Turkey,39.29,3119.776,1.259385289,1.586051307,512.166912,
Au,Gold,2021,Uganda,2.9,3119.776,0.092955392,0.008640705,512.166912,
Au,Gold,2021,United Kingdom,0.05,3119.776,0.001602679,2.56858E-06,512.166912,
Au,Gold,2021,United States,187,3119.776,5.994020083,35.92827676,512.166912,
Au,Gold,2021,Uzbekistan,103.6,3119.776,3.320751233,11.02738875,512.166912,
Au,Gold,2021,Venezuela,0.48,3119.776,0.01538572,0.00023672,512.166912,
Au,Gold,2021,Vietnam,0.6,3119.776,0.01923215,0.000369876,512.166912,
Au,Gold,2021,Zambia,3.987,3119.776,0.127797637,0.016332236,512.166912,
Au,Gold,2021,Zimbabwe,31.486,3119.776,1.009239125,1.018563611,512.166912,
Au,Gold,2022,Algeria,0.1,3162.462,0.003162093,9.99883E-06,518.6431185,
Au,Gold,2022,Argentina,43,3162.462,1.359700132,1.84878445,518.6431185,
Au,Gold,2022,Armenia,4,3162.462,0.126483733,0.015998135,518.6431185,
Au,Gold,2022,Australia,313.872,3162.462,9.92492558,98.50414777,518.6431185,
Au,Gold,2022,Azerbaijan,3.175,3162.462,0.100396463,0.01007945,518.6431185,
Au,Gold,2022,Bolivia,53.286,3162.462,1.684953052,2.839066789,518.6431185,
Au,Gold,2022,Botswana,0.427,3162.462,0.013502139,0.000182308,518.6431185,
Au,Gold,2022,Brazil,61,3162.462,1.928876932,3.720566219,518.6431185,
Au,Gold,2022,"Bulgaria, concentrate",10,3162.462,0.316209333,0.099988342,518.6431185,
Au,Gold,2022,Burkina Faso,58.13,3162.462,1.838124853,3.378702977,518.6431185,
Au,Gold,2022,Burma,0.77,3162.462,0.024348119,0.000592831,518.6431185,
Au,Gold,2022,Burundi,0.042,3162.462,0.001328079,1.76379E-06,518.6431185,
Au,Gold,2022,Cambodia,3.3,3162.462,0.10434908,0.01088873,518.6431185,
Au,Gold,2022,Cameroon,0.3,3162.462,0.00948628,8.99895E-05,518.6431185,
Au,Gold,2022,Canada,205.831,3162.462,6.508568324,42.36146163,518.6431185,
Au,Gold,2022,Central African Republic,1,3162.462,0.031620933,0.000999883,518.6431185,
Au,Gold,2022,Chile,30.966,3162.462,0.979173821,0.958781372,518.6431185,
Au,Gold,2022,China,372.048,3162.462,11.764505,138.4035778,518.6431185,
Au,Gold,2022,Colombia,42.142,3162.462,1.332569372,1.77574113,518.6431185,
Au,Gold,2022,Congo,43,3162.462,1.359700132,1.84878445,518.6431185,
Au,Gold,2022,Costa Rica,0.864,3162.462,0.027320486,0.000746409,518.6431185,
Au,Gold,2022,Côte d’Ivoire,48,3162.462,1.517804799,2.303731408,518.6431185,
Au,Gold,2022,Dominican Republic,25,3162.462,0.790523333,0.62492714,518.6431185,
Au,Gold,2022,Ecuador,16,3162.462,0.505934933,0.255970156,518.6431185,
Au,Gold,2022,Egypt,13.716,3162.462,0.433712721,0.188106725,518.6431185,
Au,Gold,2022,Eritrea,4.2,3162.462,0.13280792,0.017637944,518.6431185,
Au,Gold,2022,Ethiopia,3.48,3162.462,0.110040848,0.012108988,518.6431185,
Au,Gold,2022,Fiji,0.584,3162.462,0.018466625,0.000341016,518.6431185,
Au,Gold,2022,Finland,8.39,3162.462,0.26529963,0.070383894,518.6431185,
Au,Gold,2022,French Guiana,0.916,3162.462,0.028964775,0.000838958,518.6431185,
Au,Gold,2022,Gabon,0.1,3162.462,0.003162093,9.99883E-06,518.6431185,
Au,Gold,2022,Georgia,4.908,3162.462,0.155195541,0.024085656,518.6431185,
Au,Gold,2022,Ghana,88,3162.462,2.782642131,7.743097231,518.6431185,
Au,Gold,2022,Greece,3,3162.462,0.0948628,0.008998951,518.6431185,
Au,Gold,2022,Guatemala,0.2,3162.462,0.006324187,3.99953E-05,518.6431185,
Au,Gold,2022,Guinea,21.232,3162.462,0.671375656,0.450745272,518.6431185,
Au,Gold,2022,Guyana,15.129,3162.462,0.4783931,0.228859958,518.6431185,
Au,Gold,2022,Honduras,2.8,3162.462,0.088538613,0.007839086,518.6431185,
