element,element name,year,country,tons,total_production,market_share,HHI_contribution,HHI,info
Al,Aluminum,2016,Argentina,412000,59429000,0.693264231,0.480615294,3162.23219,
Al,Aluminum,2016,Australia,1635000,59429000,2.751182083,7.569002853,3162.23219,
Al,Aluminum,2016,Azerbaijan,37000,59429000,0.062259166,0.003876204,3162.23219,
Al,Aluminum,2016,Bahrain,971000,59429000,1.633882448,2.669571854,3162.23219,
Al,Aluminum,2016,Bosnia and Herzegovina3,107000,59429000,0.180046779,0.032416842,3162.23219,
Al,Aluminum,2016,Brazil,793000,59429000,1.334365377,1.78053096,3162.23219,
Al,Aluminum,2016,Cameroon,65000,59429000,0.109374211,0.011962718,3162.23219,
Al,Aluminum,2016,Canada,3209000,59429000,5.399720675,29.15698337,3162.23219,
Al,Aluminum,2016,China,32698000,59429000,55.0202763,3027.230804,3162.23219,
Al,Aluminum,2016,Egypt,296000,59429000,0.498073331,0.248077043,3162.23219,
Al,Aluminum,2016,France,425000,59429000,0.715139074,0.511423894,3162.23219,
Al,Aluminum,2016,Germany,547000,59429000,0.920426055,0.847184122,3162.23219,
Al,Aluminum,2016,Ghana,40000,59429000,0.067307207,0.00453026,3162.23219,
Al,Aluminum,2016,Greece,181000,59429000,0.304565111,0.092759907,3162.23219,
Al,Aluminum,2016,Iceland,854000,59429000,1.437008868,2.064994486,3162.23219,
Al,Aluminum,2016,India,2723000,59429000,4.581938111,20.99415685,3162.23219,
Al,Aluminum,2016,Indonesia,245000,59429000,0.412256642,0.169955539,3162.23219,
Al,Aluminum,2016,Iran,341000,59429000,0.573793939,0.329239484,3162.23219,
Al,Aluminum,2016,Kazakhstan,246000,59429000,0.413939323,0.171345763,3162.23219,
Al,Aluminum,2016,Malaysia,620000,59429000,1.043261707,1.08839499,3162.23219,
Al,Aluminum,2016,Montenegro,40000,59429000,0.067307207,0.00453026,3162.23219,
Al,Aluminum,2016,Mozambique,571000,59429000,0.960810379,0.923156584,3162.23219,
Al,Aluminum,2016,Netherlands,36000,59429000,0.060576486,0.003669511,3162.23219,
Al,Aluminum,2016,New Zealand,339000,59429000,0.570428579,0.325388763,3162.23219,
Al,Aluminum,2016,Norway,1247000,59429000,2.098302176,4.402872021,3162.23219,
Al,Aluminum,2016,Oman,386000,59429000,0.649514547,0.421869146,3162.23219,
Al,Aluminum,2016,Qatar,612000,59429000,1.029800266,1.060488588,3162.23219,
Al,Aluminum,2016,Romania,273000,59429000,0.459371687,0.211022347,3162.23219,
Al,Aluminum,2016,Russia,3561000,59429000,5.992024096,35.90435277,3162.23219,
Al,Aluminum,2016,Saudi Arabia,740000,59429000,1.245183328,1.55048152,3162.23219,
Al,Aluminum,2016,Slovakia,174000,59429000,0.29278635,0.085723847,3162.23219,
Al,Aluminum,2016,Slovenia,84000,59429000,0.141345135,0.019978447,3162.23219,
Al,Aluminum,2016,South Africa,701000,59429000,1.179558801,1.391358966,3162.23219,
Al,Aluminum,2016,Spain,350000,59429000,0.588938061,0.346848039,3162.23219,
Al,Aluminum,2016,Sweden,124000,59429000,0.208652341,0.0435358,3162.23219,
Al,Aluminum,2016,Tajikistan,129000,59429000,0.217065742,0.047117536,3162.23219,
Al,Aluminum,2016,Turkey,79000,59429000,0.132931734,0.017670846,3162.23219,
Al,Aluminum,2016,United Arab Emirates,2525000,59429000,4.248767437,18.05202473,3162.23219,
Al,Aluminum,2016,United Kingdom,48000,59429000,0.080768648,0.006523575,3162.23219,
Al,Aluminum,2016,United States,818000,59429000,1.376432381,1.894566101,3162.23219,
Al,Aluminum,2016,Venezuela,147000,59429000,0.247353985,0.061183994,3162.23219,
Al,Aluminum,2017,Argentina,403000,59366000,0.67883974,0.460823392,3100.077324,
Al,Aluminum,2017,Australia,1487000,59366000,2.504800728,6.274026685,3100.077324,
Al,Aluminum,2017,Azerbaijan,29000,59366000,0.04884951,0.002386275,3100.077324,
Al,Aluminum,2017,Bahrain,981000,59366000,1.652461005,2.730627372,3100.077324,
Al,Aluminum,2017,Bosnia and Herzegovina,126000,59366000,0.212242698,0.045046963,3100.077324,
Al,Aluminum,2017,Brazil,802000,59366000,1.350941616,1.825043251,3100.077324,
Al,Aluminum,2017,Cameroon,67000,59366000,0.112859212,0.012737202,3100.077324,
Al,Aluminum,2017,Canada,3212000,59366000,5.410504329,29.27355709,3100.077324,
Al,Aluminum,2017,China,32273000,59366000,54.36276657,2955.310389,3100.077324,
Al,Aluminum,2017,Egypt,314000,59366000,0.528922279,0.279758777,3100.077324,
Al,Aluminum,2017,France,430000,59366000,0.724320318,0.524639923,3100.077324,
Al,Aluminum,2017,Germany,550000,59366000,0.926456221,0.858321129,3100.077324,
Al,Aluminum,2017,Ghana,35000,59366000,0.058956305,0.003475846,3100.077324,
Al,Aluminum,2017,Greece,182000,59366000,0.306572786,0.093986873,3100.077324,
Al,Aluminum,2017,Iceland,764000,59366000,1.286931914,1.656193751,3100.077324,
Al,Aluminum,2017,India,3269000,59366000,5.506518883,30.32175021,3100.077324,
Al,Aluminum,2017,Indonesia,219000,59366000,0.368898022,0.136085751,3100.077324,
Al,Aluminum,2017,Iran,338000,59366000,0.569349459,0.324158807,3100.077324,
Al,Aluminum,2017,Kazakhstan,254000,59366000,0.427854327,0.183059325,3100.077324,
Al,Aluminum,2017,Malaysia,700000,59366000,1.179126099,1.390338358,3100.077324,
Al,Aluminum,2017,Montenegro,39000,59366000,0.065694168,0.004315724,3100.077324,
Al,Aluminum,2017,Mozambique,577000,59366000,0.971936799,0.944661141,3100.077324,
Al,Aluminum,2017,Netherlands,29000,59366000,0.04884951,0.002386275,3100.077324,
Al,Aluminum,2017,New Zealand,337000,59366000,0.567664993,0.322243545,3100.077324,
Al,Aluminum,2017,Norway,1253000,59366000,2.110635717,4.454783132,3100.077324,
Al,Aluminum,2017,Oman,253000,59366000,0.426169862,0.181620751,3100.077324,
Al,Aluminum,2017,Qatar,620000,59366000,1.044368831,1.090706254,3100.077324,
Al,Aluminum,2017,Romania,282000,59366000,0.475019371,0.225643403,3100.077324,
Al,Aluminum,2017,Russia,3583000,59366000,6.035441162,36.42655002,3100.077324,
Al,Aluminum,2017,Saudi Arabia,786000,59366000,1.323990163,1.752949951,3100.077324,
Al,Aluminum,2017,Slovakia,173000,59366000,0.291412593,0.084921299,3100.077324,
Al,Aluminum,2017,Slovenia,84000,59366000,0.141495132,0.020020872,3100.077324,
Al,Aluminum,2017,South Africa,716000,59366000,1.206077553,1.454623063,3100.077324,
Al,Aluminum,2017,Spain,350000,59366000,0.58956305,0.347584589,3100.077324,
Al,Aluminum,2017,Sweden,123000,59366000,0.2071893,0.042927406,3100.077324,
Al,Aluminum,2017,Tajikistan,103000,59366000,0.173499983,0.030102244,3100.077324,
Al,Aluminum,2017,Turkey,80000,59366000,0.134757268,0.018159521,3100.077324,
Al,Aluminum,2017,United Arab Emirates,2611000,59366000,4.39814035,19.34363854,3100.077324,
Al,Aluminum,2017,United Kingdom,47000,59366000,0.079169895,0.006267872,3100.077324,
Al,Aluminum,2017,United States,741000,59366000,1.248189199,1.557976277,3100.077324,
Al,Aluminum,2017,Venezuela,144000,59366000,0.242563083,0.058836849,3100.077324,
Al,Aluminum,2018,Argentina,419000,63315000,0.661770513,0.437940211,3329.69415,
Al,Aluminum,2018,Australia,1574000,63315000,2.485982784,6.180110405,3329.69415,
Al,Aluminum,2018,Azerbaijan,47000,63315000,0.074232015,0.005510392,3329.69415,
Al,Aluminum,2018,Bahrain,1011000,63315000,1.596778015,2.549700028,3329.69415,
Al,Aluminum,2018,Bosnia and Herzegovina,132000,63315000,0.208481403,0.043464495,3329.69415,
Al,Aluminum,2018,Brazil,659000,63315000,1.040827608,1.08332211,3329.69415,
Al,Aluminum,2018,Cameroon,85000,63315000,0.134249388,0.018022898,3329.69415,
Al,Aluminum,2018,Canada,2923000,63315000,4.616599542,21.31299133,3329.69415,
Al,Aluminum,2018,China,35802000,63315000,56.54584222,3197.432272,3329.69415,
Al,Aluminum,2018,Egypt,300000,63315000,0.473821369,0.22450669,3329.69415,
Al,Aluminum,2018,France,390000,63315000,0.61596778,0.379416306,3329.69415,
Al,Aluminum,2018,Germany,529000,63315000,0.835505015,0.698068629,3329.69415,
Al,Aluminum,2018,Ghana,42000,63315000,0.066334992,0.004400331,3329.69415,
Al,Aluminum,2018,Greece,187000,63315000,0.295348654,0.087230827,3329.69415,
Al,Aluminum,2018,Iceland,734000,63315000,1.15928295,1.343936959,3329.69415,
Al,Aluminum,2018,India,3675000,63315000,5.804311774,33.69003518,3329.69415,
Al,Aluminum,2018,Indonesia,242000,63315000,0.382215905,0.146088998,3329.69415,
Al,Aluminum,2018,Iran,305000,63315000,0.481718392,0.232052609,3329.69415,
Al,Aluminum,2018,Kazakhstan,258000,63315000,0.407486378,0.166045148,3329.69415,
Al,Aluminum,2018,Malaysia,750000,63315000,1.184553423,1.403166813,3329.69415,
Al,Aluminum,2018,Montenegro,40000,63315000,0.063176183,0.00399123,3329.69415,
Al,Aluminum,2018,Mozambique,571000,63315000,0.901840006,0.813315397,3329.69415,
Al,Aluminum,2018,Netherlands,41000,63315000,0.064755587,0.004193286,3329.69415,
Al,Aluminum,2018,New Zealand,341000,63315000,0.538576956,0.290065138,3329.69415,
Al,Aluminum,2018,Norway,1295000,63315000,2.045328911,4.183370354,3329.69415,
Al,Aluminum,2018,Oman,380000,63315000,0.600173735,0.360208512,3329.69415,
Al,Aluminum,2018,Qatar,616000,63315000,0.972913212,0.946560118,3329.69415,
Al,Aluminum,2018,Romania,283000,63315000,0.446971492,0.199783514,3329.69415,
Al,Aluminum,2018,Russia,3627000,63315000,5.728500355,32.81571632,3329.69415,
Al,Aluminum,2018,Saudi Arabia,776000,63315000,1.225617942,1.50213934,3329.69415,
Al,Aluminum,2018,Slovakia,174000,63315000,0.274816394,0.075524051,3329.69415,
Al,Aluminum,2018,Slovenia,81000,63315000,0.12793177,0.016366538,3329.69415,
Al,Aluminum,2018,South Africa,714000,63315000,1.127694859,1.271695695,3329.69415,
Al,Aluminum,2018,Spain,350000,63315000,0.552791598,0.30557855,3329.69415,
Al,Aluminum,2018,Sweden,125000,63315000,0.197425571,0.038976856,3329.69415,
Al,Aluminum,2018,Tajikistan,96000,63315000,0.151622838,0.022989485,3329.69415,
Al,Aluminum,2018,Turkey,80000,63315000,0.126352365,0.01596492,3329.69415,
Al,Aluminum,2018,United Arab Emirates,2640000,63315000,4.16962805,17.38579808,3329.69415,
Al,Aluminum,2018,United Kingdom,44000,63315000,0.069493801,0.004829388,3329.69415,
Al,Aluminum,2018,United States,891000,63315000,1.407249467,1.980351062,3329.69415,
Al,Aluminum,2018,Venezuela,86000,63315000,0.135828793,0.018449461,3329.69415,
Al,Aluminum,2019,Argentina,427000,62609000,0.682010574,0.465138422,3268.561946,
Al,Aluminum,2019,Australia,1570000,62609000,2.507626699,6.288191662,3268.561946,
Al,Aluminum,2019,Azerbaijan,33000,62609000,0.052708077,0.002778141,3268.561946,
Al,Aluminum,2019,Bahrain,1365000,62609000,2.180197735,4.753262164,3268.561946,
Al,Aluminum,2019,Bosnia and Herzegovina,69000,62609000,0.110207798,0.012145759,3268.561946,
Al,Aluminum,2019,Brazil,650000,62609000,1.038189398,1.077837225,3268.561946,
Al,Aluminum,2019,Cameroon,63000,62609000,0.100624511,0.010125292,3268.561946,
Al,Aluminum,2019,Canada,2854000,62609000,4.558450063,20.77946698,3268.561946,
Al,Aluminum,2019,China,35044000,62609000,55.97278347,3132.952489,3268.561946,
Al,Aluminum,2019,Egypt,300000,62609000,0.479164337,0.229598462,3268.561946,
Al,Aluminum,2019,France,390000,62609000,0.622913639,0.388021401,3268.561946,
Al,Aluminum,2019,Germany,508000,62609000,0.811384945,0.658345528,3268.561946,
Al,Aluminum,2019,Ghana,42000,62609000,0.067083007,0.00450013,3268.561946,
Al,Aluminum,2019,Greece,182000,62609000,0.290693031,0.084502438,3268.561946,
Al,Aluminum,2019,Iceland,690000,62609000,1.102077976,1.214575865,3268.561946,
Al,Aluminum,2019,India,3640000,62609000,5.813860627,33.80097539,3268.561946,
Al,Aluminum,2019,Indonesia,250000,62609000,0.399303614,0.159443377,3268.561946,
Al,Aluminum,2019,Iran,258000,62609000,0.41208133,0.169811023,3268.561946,
Al,Aluminum,2019,Kazakhstan,278000,62609000,0.444025619,0.197158751,3268.561946,
Al,Aluminum,2019,Malaysia,760000,62609000,1.213882988,1.473511909,3268.561946,
Al,Aluminum,2019,Montenegro,37000,62609000,0.059096935,0.003492448,3268.561946,
Al,Aluminum,2019,Mozambique,565000,62609000,0.902426169,0.81437299,3268.561946,
Al,Aluminum,2019,Netherlands,81000,62609000,0.129374371,0.016737728,3268.561946,
Al,Aluminum,2019,New Zealand,351000,62609000,0.560622275,0.314297335,3268.561946,
Al,Aluminum,2019,Norway,1300000,62609000,2.076378795,4.311348902,3268.561946,
Al,Aluminum,2019,Oman,391000,62609000,0.624510853,0.390013806,3268.561946,
Al,Aluminum,2019,Qatar,627000,62609000,1.001453465,1.002909043,3268.561946,
Al,Aluminum,2019,Romania,280000,62609000,0.447220048,0.200005772,3268.561946,
Al,Aluminum,2019,Russia,3637000,62609000,5.809068984,33.74528246,3268.561946,
Al,Aluminum,2019,Saudi Arabia,776000,62609000,1.239438419,1.536207595,3268.561946,
Al,Aluminum,2019,Slovakia,175000,62609000,0.27951253,0.078127255,3268.561946,
Al,Aluminum,2019,Slovenia,68000,62609000,0.108610583,0.011796259,3268.561946,
Al,Aluminum,2019,South Africa,717000,62609000,1.145202766,1.311489376,3268.561946,
Al,Aluminum,2019,Spain,220000,62609000,0.351387181,0.123472951,3268.561946,
Al,Aluminum,2019,Sweden,120000,62609000,0.191665735,0.036735754,3268.561946,
Al,Aluminum,2019,Tajikistan,101000,62609000,0.16131866,0.02602371,3268.561946,
Al,Aluminum,2019,Turkey,80000,62609000,0.127777157,0.016327002,3268.561946,
Al,Aluminum,2019,United Arab Emirates,2570000,62609000,4.104841157,16.84972092,3268.561946,
Al,Aluminum,2019,United Kingdom,39000,62609000,0.062291364,0.003880214,3268.561946,
Al,Aluminum,2019,United States,1093000,62609000,1.745755403,3.047661926,3268.561946,
Al,Aluminum,2019,Venezuela,8000,62609000,0.012777716,0.00016327,3268.561946,
Al,Aluminum,2020,Argentina,377000,64995000,0.580044619,0.33645176,3383.921064,
Al,Aluminum,2020,Australia,1585000,64995000,2.438649127,5.947009564,3383.921064,
Al,Aluminum,2020,Azerbaijan,30000,64995000,0.046157397,0.002130505,3383.921064,
Al,Aluminum,2020,Bahrain,1549000,64995000,2.383260251,5.679929423,3383.921064,
Al,Aluminum,2020,Brazil,685000,64995000,1.053927225,1.110762596,3383.921064,
Al,Aluminum,2020,Cameroon,86000,64995000,0.132317871,0.017508019,3383.921064,
Al,Aluminum,2020,Canada,3119000,64995000,4.798830679,23.02877589,3383.921064,
Al,Aluminum,2020,China,37080000,64995000,57.05054235,3254.764382,3383.921064,
Al,Aluminum,2020,Egypt,260000,64995000,0.400030772,0.160024618,3383.921064,
Al,Aluminum,2020,France,396000,64995000,0.609277637,0.371219239,3383.921064,
Al,Aluminum,2020,Germany,529000,64995000,0.813908762,0.662447473,3383.921064,
Al,Aluminum,2020,Ghana,30000,64995000,0.046157397,0.002130505,3383.921064,
Al,Aluminum,2020,Greece,182000,64995000,0.28002154,0.078412063,3383.921064,
Al,Aluminum,2020,Iceland,728000,64995000,1.12008616,1.254593007,3383.921064,
Al,Aluminum,2020,India,3558000,64995000,5.474267251,29.96760194,3383.921064,
Al,Aluminum,2020,Indonesia,245000,64995000,0.376952073,0.142092866,3383.921064,
Al,Aluminum,2020,Iran,370000,64995000,0.56927456,0.324073524,3383.921064,
Al,Aluminum,2020,Kazakhstan,282000,64995000,0.433879529,0.188251446,3383.921064,
Al,Aluminum,2020,Malaysia,760000,64995000,1.169320717,1.367310939,3383.921064,
Al,Aluminum,2020,Montenegro,37000,64995000,0.056927456,0.003240735,3383.921064,
Al,Aluminum,2020,Mozambique,571000,64995000,0.878529118,0.771813411,3383.921064,
Al,Aluminum,2020,Netherlands,150000,64995000,0.230786984,0.053262632,3383.921064,
Al,Aluminum,2020,New Zealand,333000,64995000,0.512347104,0.262499555,3383.921064,
Al,Aluminum,2020,Norway,1330000,64995000,2.046311255,4.187389751,3383.921064,
Al,Aluminum,2020,Oman,397000,64995000,0.610816217,0.373096451,3383.921064,
Al,Aluminum,2020,Qatar,632000,64995000,0.972382491,0.945527709,3383.921064,
Al,Aluminum,2020,Romania,271000,64995000,0.41695515,0.173851597,3383.921064,
Al,Aluminum,2020,Russia,3639000,64995000,5.598892222,31.34759412,3383.921064,
Al,Aluminum,2020,Saudi Arabia,796000,64995000,1.224709593,1.499913587,3383.921064,
Al,Aluminum,2020,Slovakia,152000,64995000,0.233864143,0.054692438,3383.921064,
Al,Aluminum,2020,Slovenia,50000,64995000,0.076928995,0.00591807,3383.921064,
Al,Aluminum,2020,South Africa,717000,64995000,1.103161782,1.216965917,3383.921064,
Al,Aluminum,2020,Spain,200000,64995000,0.307715978,0.094689123,3383.921064,
Al,Aluminum,2020,Sweden,117000,64995000,0.180013847,0.032404985,3383.921064,
Al,Aluminum,2020,Tajikistan,84000,64995000,0.129240711,0.016703161,3383.921064,
Al,Aluminum,2020,Turkey,80000,64995000,0.123086391,0.01515026,3383.921064,
Al,Aluminum,2020,United Arab Emirates,2520000,64995000,3.877221325,15.0328452,3383.921064,
Al,Aluminum,2020,United Kingdom,36000,64995000,0.055388876,0.003067928,3383.921064,
Al,Aluminum,2020,United States,1012000,64995000,1.557042849,2.424382435,3383.921064,
Al,Aluminum,2020,Venezuela,20000,64995000,0.030771598,0.000946891,3383.921064,
Al,Aluminum,2021,Argentina,400000,67510000,0.592504814,0.351061955,3447.577434,
Al,Aluminum,2021,Australia,1565000,67510000,2.318175085,5.373935726,3447.577434,
Al,Aluminum,2021,Azerbaijan,30000,67510000,0.044437861,0.001974723,3447.577434,
Al,Aluminum,2021,Bahrain,1561000,67510000,2.312250037,5.346500234,3447.577434,
Al,Aluminum,2021,Brazil,772000,67510000,1.143534291,1.307670675,3447.577434,
Al,Aluminum,2021,Cameroon,80000,67510000,0.118500963,0.014042478,3447.577434,
Al,Aluminum,2021,Canada,3137000,67510000,4.646719005,21.59199751,3447.577434,
Al,Aluminum,2021,China,38900000,67510000,57.62109317,3320.190378,3447.577434,
Al,Aluminum,2021,Egypt,260000,67510000,0.385128129,0.148323676,3447.577434,
Al,Aluminum,2021,France,400000,67510000,0.592504814,0.351061955,3447.577434,
Al,Aluminum,2021,Germany,500000,67510000,0.740631018,0.548534304,3447.577434,
Al,Aluminum,2021,Ghana,30000,67510000,0.044437861,0.001974723,3447.577434,
Al,Aluminum,2021,Greece,184000,67510000,0.272552214,0.07428471,3447.577434,
Al,Aluminum,2021,Iceland,750000,67510000,1.110946526,1.234202185,3447.577434,
Al,Aluminum,2021,India,3967000,67510000,5.876166494,34.52933266,3447.577434,
Al,Aluminum,2021,Indonesia,243000,67510000,0.359946675,0.129561609,3447.577434,
Al,Aluminum,2021,Iran,460000,67510000,0.681380536,0.464279435,3447.577434,
Al,Aluminum,2021,Kazakhstan,280000,67510000,0.41475337,0.172020358,3447.577434,
Al,Aluminum,2021,Malaysia,760000,67510000,1.125759147,1.267333657,3447.577434,
Al,Aluminum,2021,Montenegro,40000,67510000,0.059250481,0.00351062,3447.577434,
Al,Aluminum,2021,Mozambique,565000,67510000,0.83691305,0.700423453,3447.577434,
Al,Aluminum,2021,Netherlands,230000,67510000,0.340690268,0.116069859,3447.577434,
Al,Aluminum,2021,New Zealand,333000,67510000,0.493260258,0.243305682,3447.577434,
Al,Aluminum,2021,Norway,1400000,67510000,2.073766849,4.300508945,3447.577434,
Al,Aluminum,2021,Oman,395000,67510000,0.585098504,0.342340259,3447.577434,
Al,Aluminum,2021,Qatar,634000,67510000,0.93912013,0.881946619,3447.577434,
Al,Aluminum,2021,Romania,293000,67510000,0.434009776,0.188364486,3447.577434,
Al,Aluminum,2021,Russia,3640000,67510000,5.391793808,29.07144047,3447.577434,
Al,Aluminum,2021,Saudi Arabia,800000,67510000,1.185009628,1.404247819,3447.577434,
Al,Aluminum,2021,Slovakia,164000,67510000,0.242926974,0.059013515,3447.577434,
Al,Aluminum,2021,Slovenia,50000,67510000,0.074063102,0.005485343,3447.577434,
Al,Aluminum,2021,South Africa,714000,67510000,1.057621093,1.118562377,3447.577434,
Al,Aluminum,2021,Spain,200000,67510000,0.296252407,0.087765489,3447.577434,
Al,Aluminum,2021,Sweden,124000,67510000,0.183676492,0.033737054,3447.577434,
Al,Aluminum,2021,Tajikistan,80000,67510000,0.118500963,0.014042478,3447.577434,
Al,Aluminum,2021,Turkey,80000,67510000,0.118500963,0.014042478,3447.577434,
Al,Aluminum,2021,United Arab Emirates,2540000,67510000,3.76240557,14.15569567,3447.577434,
Al,Aluminum,2021,United Kingdom,40000,67510000,0.059250481,0.00351062,3447.577434,
Al,Aluminum,2021,United States,889000,67510000,1.316841949,1.73407272,3447.577434,
Al,Aluminum,2021,Venezuela,20000,67510000,0.029625241,0.000877655,3447.577434,
Al,Aluminum,2022,United States,861000,68352000,1.259655899,1.586732984,3684.642447,
Al,Aluminum,2022,Australia,1510000,68352000,2.209152622,4.880355306,3684.642447,
Al,Aluminum,2022,Bahrain,1600000,68352000,2.34082397,5.479456859,3684.642447,
Al,Aluminum,2022,Brazil,811000,68352000,1.18650515,1.407794471,3684.642447,
Al,Aluminum,2022,Canada,2770000,68352000,4.052551498,16.42317364,3684.642447,
Al,Aluminum,2022,China,40200000,68352000,58.81320225,3458.992759,3684.642447,
Al,Aluminum,2022,Iceland,720000,68352000,1.053370787,1.109590014,3684.642447,
Al,Aluminum,2022,India,4100000,68352000,5.998361423,35.98033976,3684.642447,
Al,Aluminum,2022,Malaysia,900000,68352000,1.316713483,1.733734397,3684.642447,
Al,Aluminum,2022,Norway,1400000,68352000,2.048220974,4.195209157,3684.642447,
Al,Aluminum,2022,Russia,3720000,68352000,5.44241573,29.61988898,3684.642447,
Al,Aluminum,2022,United Arab Emirates,2650000,68352000,3.8769897,15.03104914,3684.642447,
Al,Aluminum,2022,Other Countries,7110000,68352000,10.40203652,108.2023637,3684.642447,
Al,Aluminum,2023,United States,750000,69560000,1.078205865,1.162527888,3693.853933,
Al,Aluminum,2023,Australia,1500000,69560000,2.156411731,4.650111553,3693.853933,
Al,Aluminum,2023,Bahrain,1600000,69560000,2.300172513,5.290793589,3693.853933,
Al,Aluminum,2023,Brazil,1100000,69560000,1.581368603,2.500726657,3693.853933,
Al,Aluminum,2023,Canada,3000000,69560000,4.312823462,18.60044621,3693.853933,
Al,Aluminum,2023,China,41000000,69560000,58.94192064,3474.150009,3693.853933,
Al,Aluminum,2023,Iceland,730000,69560000,1.049453709,1.101353087,3693.853933,
Al,Aluminum,2023,India,4100000,69560000,5.894192064,34.74150009,3693.853933,
Al,Aluminum,2023,Malaysia,980000,69560000,1.408855664,1.984874282,3693.853933,
Al,Aluminum,2023,Norway,1300000,69560000,1.868890167,3.492750455,3693.853933,
Al,Aluminum,2023,Russia,3800000,69560000,5.462909718,29.84338259,3693.853933,
Al,Aluminum,2023,United Arab Emirates,2700000,69560000,3.881541116,15.06636143,3693.853933,
Al,Aluminum,2023,Other Countries,7000000,69560000,10.06325474,101.269096,3693.853933,
Ag,Silver,2016,Algeria,0.02,28581.359,6.99757E-05,4.8966E-09,982.819127,
Ag,Silver,2016,Argentina,1055.7,28581.359,3.693666211,13.64317008,982.819127,
Ag,Silver,2016,Armenia,16,28581.359,0.055980543,0.003133821,982.819127,
Ag,Silver,2016,Australia,1418,28581.359,4.961275634,24.61425592,982.819127,
Ag,Silver,2016,Azerbaijan,0.32,28581.359,0.001119611,1.25353E-06,982.819127,
Ag,Silver,2016,Bolivia,1353.202,28581.359,4.734561432,22.41607195,982.819127,
Ag,Silver,2016,Brazil,77,28581.359,0.269406364,0.072579789,982.819127,
Ag,Silver,2016,Bulgaria,52.526,28581.359,0.183777126,0.033774032,982.819127,
Ag,Silver,2016,Burkina Faso,22,28581.359,0.076973247,0.005924881,982.819127,
Ag,Silver,2016,Canada,385,28581.359,1.347031819,1.814494721,982.819127,
Ag,Silver,2016,Chile,1501.436,28581.359,5.253200171,27.59611204,982.819127,
Ag,Silver,2016,China,3754,28581.359,13.13443493,172.5133809,982.819127,
Ag,Silver,2016,Colombia,11.866,28581.359,0.04151657,0.001723626,982.819127,
Ag,Silver,2016,Congo,0.835,28581.359,0.002921485,8.53507E-06,982.819127,
Ag,Silver,2016,Cote d'Ivoire,0.594,28581.359,0.002078278,4.31924E-06,982.819127,
Ag,Silver,2016,Dominican Republic,121.749,28581.359,0.425973447,0.181453377,982.819127,
Ag,Silver,2016,Ecuador,0.934,28581.359,0.003267864,1.06789E-05,982.819127,
Ag,Silver,2016,Eritrea,13.2,28581.359,0.046183948,0.002132957,982.819127,
Ag,Silver,2016,Ethiopia,1,28581.359,0.003498784,1.22415E-05,982.819127,
Ag,Silver,2016,Fiji,0.354,28581.359,0.00123857,1.53405E-06,982.819127,
Ag,Silver,2016,Finland,16.348,28581.359,0.05719812,0.003271625,982.819127,
Ag,Silver,2016,Georgia,3.5,28581.359,0.012245744,0.000149958,982.819127,
Ag,Silver,2016,Ghana,2.3,28581.359,0.008047203,6.47575E-05,982.819127,
Ag,Silver,2016,Greece,29.409,28581.359,0.102895737,0.010587533,982.819127,
Ag,Silver,2016,Guatemala,793.083,28581.359,2.774826068,7.699659705,982.819127,
Ag,Silver,2016,Honduras,19.275,28581.359,0.067439061,0.004548027,982.819127,
Ag,Silver,2016,India,445.367,28581.359,1.558242909,2.428120964,982.819127,
Ag,Silver,2016,Indonesia,185.234,28581.359,0.648093745,0.420025503,982.819127,
Ag,Silver,2016,Iran,50,28581.359,0.174939197,0.030603723,982.819127,
Ag,Silver,2016,Ireland,1.08,28581.359,0.003778687,1.42785E-05,982.819127,
Ag,Silver,2016,Japan,5.076,28581.359,0.017759827,0.000315411,982.819127,
Ag,Silver,2016,Kazakhstan,587,28581.359,2.053786176,4.218037656,982.819127,
Ag,Silver,2016,"Korea, North",30,28581.359,0.104963518,0.01101734,982.819127,
Ag,Silver,2016,Korea,6.579,28581.359,0.0230185,0.000529851,982.819127,
Ag,Silver,2016,Kyrgyzstan,18.41,28581.359,0.064412612,0.004148985,982.819127,
Ag,Silver,2016,Laos,50.904,28581.359,0.178102098,0.031720357,982.819127,
Ag,Silver,2016,Malaysia,1.075,28581.359,0.003761193,1.41466E-05,982.819127,
Ag,Silver,2016,Mexico,5408.521,28581.359,18.92324644,358.0892559,982.819127,
Ag,Silver,2016,Mongolia,69,28581.359,0.241416092,0.05828173,982.819127,
Ag,Silver,2016,Morocco,295,28581.359,1.032141264,1.065315588,982.819127,
Ag,Silver,2016,Namibia,8.771,28581.359,0.030687834,0.000941743,982.819127,
Ag,Silver,2016,New Zealand,7.96,28581.359,0.02785032,0.00077564,982.819127,
Ag,Silver,2016,Nicaragua,21.382,28581.359,0.074810998,0.005596685,982.819127,
Ag,Silver,2016,Niger,0.12,28581.359,0.000419854,1.76277E-07,982.819127,
Ag,Silver,2016,Oman,3.621,28581.359,0.012669097,0.000160506,982.819127,
Ag,Silver,2016,Pakistan,3.11,28581.359,0.010881218,0.000118401,982.819127,
Ag,Silver,2016,Papua New Guinea,90.498,28581.359,0.316632949,0.100256425,982.819127,
Ag,Silver,2016,Peru,4375.337,28581.359,15.30835885,234.3458507,982.819127,
Ag,Silver,2016,Philippines,35.186,28581.359,0.123108212,0.015155632,982.819127,
Ag,Silver,2016,Poland,1482,28581.359,5.185197807,26.88627629,982.819127,
